D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_27_923.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_27_923.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_27_923.jpg, 0, 0, 0, 8.338175E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_025.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_025.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_025.jpg, 0, 0, 0, 7.800342E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_137.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_137.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_137.jpg, 0, 0, 0, 7.889844E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_238.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_238.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_238.jpg, 0, 0, 0, 8.013591E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_350.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_350.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_350.jpg, 0, 0, 0, 7.783413E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_460.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_460.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_460.jpg, 0, 0, 0, 8.027884E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_573.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_573.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_573.jpg, 0, 0, 0, 7.797289E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_676.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_676.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_676.jpg, 0, 0, 0, 7.879836E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_777.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_777.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_777.jpg, 0, 0, 0, 7.814111E-05
D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\center_2019_07_25_06_16_28_877.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\left_2019_07_25_06_16_28_877.jpg, D:\Projects\MLAI projects\Self Driving Car\repos\Track\IMG\right_2019_07_25_06_16_28_877.jpg, 0, 0, 0, 8.108023E-05
